date,regime,prob_RANGING,prob_TREND,prob_HIGH_VOL
2020-07-06,TREND,3.854361778054224e-08,0.9999838536435396,1.610781278988218e-05
2020-07-07,TREND,3.355435945144169e-08,0.9999922050132266,7.76143160604588e-06
2020-07-08,TREND,1.3327895834068868e-08,0.9999958675865747,4.1190854187793266e-06
2020-07-09,TREND,2.755701903166149e-09,0.9999950253128237,4.971930986205631e-06
2020-07-10,TREND,6.910252919310951e-09,0.9999978598193757,2.1332706116081648e-06
2020-07-13,TREND,3.4632338724923824e-09,0.9999987284671886,1.2680696786392442e-06
2020-07-14,TREND,2.555553006544622e-09,0.9999989997036665,9.97740147292994e-07
2020-07-15,TREND,1.5547571924487861e-09,0.9999994708961403,5.275486209174665e-07
2020-07-16,TREND,4.873770927972102e-10,0.9999997510185804,2.4849334571237507e-07
2020-07-17,TREND,3.279836651278462e-10,0.9999998507937673,1.4887752766024484e-07
2020-07-20,TREND,1.3470157084193157e-10,0.9999998853400095,1.1452512048625836e-07
2020-07-21,TREND,9.518497174306718e-11,0.9999999448846226,5.502081904368199e-08
2020-07-22,TREND,1.4820883393549144e-12,0.9999999023348257,9.766412281932377e-08
2020-07-23,TREND,9.08560550092577e-13,0.9999999890023902,1.0996830962771322e-08
2020-07-24,TREND,3.6512064590272127e-13,0.999999997771738,2.228105346561176e-09
2020-07-27,TREND,1.0258591436991613e-16,0.9999999823558029,1.7645076948150048e-08
